n,basis,trace_sum,rate,ci_lower,ci_upper,trials
16,Cycle,0.46726682002954856,1.0,0.996173241514445,1.0,1000
16,Cycle,0.4737930050284932,1.0,0.996173241514445,1.0,1000
16,Cycle,0.48031919002743795,1.0,0.996173241514445,1.0,1000
16,Cycle,0.4868453750263826,1.0,0.996173241514445,1.0,1000
16,Cycle,0.49337156002532734,1.0,0.996173241514445,1.0,1000
16,Cycle,0.499897745024272,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5064239300232167,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5129501150221614,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5194763000211061,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5260024850200508,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5325286700189955,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5390548550179401,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5455810400168849,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5521072250158295,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5586334100147743,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5651595950137189,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5716857800126637,1.0,0.996173241514445,1.0,1000
16,Cycle,0.5782119650116083,1.0,0.996173241514445,1.0,1000
